text,label,clean_text
"misal bikin 3 besar gubernur paling berprestasi, itulah yg dipilih rakyat, dgn mekanisme itu siapapun gubernur yg jelas prestasiny nyata bukan hasil pencitraan bisa jd pres dan pasti bukan melulu org jawa.",0,bikin gubernur berprestasi yg dipilih rakyat dgn mekanisme gubernur yg prestasiny nyata hasil pencitraan jd pres melulu org jawa
Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,1,ya namanya cawgub goblok gak ngerti peraturan debat bego liciknya sandiaga uno
"USER USER USER Golongan kaum bani kampret seperti katak dalam tempurung, teriak tong kosong, kampanye ganti presiden tapi tak tau nama pengganti nya siapa, menjual rongsokan tak bernilai, congor kampret nya yg gede'",1,golongan kaum bani kampret katak tempurung teriak tong kosong kampanye ganti presiden tau nama pengganti nya menjual rongsokan bernilai congor kampret nya yg gede
Kapan USER bikin film bakar2 Sekolahan buat pencitraan pak USER URL,1,bikin film bakar sekolahan pencitraan
USER Ulama cebong... Wajah suram',1,ulama cebong wajah suram
USER USER bola mata nya lumayan gede tapi bentuk mata nya sipit begituuu SINI KASIH AKU DOLLAR',0,bola mata nya lumayan gede bentuk mata nya sipit begituuu kasih dollar
"Band metal maen di acara akustik emang pintar sih. Yang penting manggung terus. Tetap produktif. berak sehelm, cebok segelas'",0,band metal maen acara akustik emang pintar sih manggung produktif berak sehelm cebok segelas
"USER USER Anjir gue juga lupa sih, kelewatan bener asw jarinya. Sampe gue mute, pokoknya dia sadar gue mute. Uke pokoknya, terakhir jadi Bella kalo ga salah dnnya?'",0,anjir gue lupa sih kelewatan bener asw jarinya sampe gue mute pokoknya sadar gue mute uke pokoknya bella kalo ga salah dnnya
NURUL ARIFIN INGIN MENGHIDUPKAN KEMBALI BUDAYA SUNDA:,0,nurul arifin menghidupkan budaya sunda
"Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) URL",0,lohhh yg dilakuin oppa oppa koriya yg bilang oppa koriya banci banci militeran
Ada Orang tionghwa yang mengunakan izazah palsu.\n\nlalu ngaku tokoh masyarakat tionghwa sesungguhnya dia adalah sampah di Tg. Pinang.\n\nagama Kristen tapi sering di wihara itu nama nya Munafiq bagi Muslem.',1,orang tionghwa mengunakan izazah palsu n nlalu ngaku tokoh masyarakat tionghwa sesungguhnya sampah tg pinang n nagama kristen wihara nama nya munafiq muslem
"USER Giliran berita yg kayak gini para cebonk bermunculan dr kolam, tp kemarin saat presiden kita dihina kalian para cebonk pura2 tuli dan bisu,,, ternyata cinta kalian palsu..'",1,giliran berita yg kayak gini cebonk bermunculan dr kolam tp kemarin presiden dihina cebonk pura tuli bisu cinta palsu
"RT USER: Niatnya mandi bareng, eh ngentot juga URL",0,niatnya mandi bareng eh ngentot
Ih gila Nirina bego banget.',1,ih gila nirina bego banget
USER USER Komunis anjing wkwkw',1,komunis anjing wkwkw
"Prabowo Subianto ""calon presiden Abadi"" Gagal maju URL",1,prabowo subianto calon presiden abadi gagal maju
USER Pertamina rugi\nBPJS rugi\nGaruda rugi\nPLN rugi\nMayoritas BUMN rugi\nJalan tol pada ambruk\nBensin mahal\nListrik mahal\nPajak mencekik\nTelor mahal\nDaging mahal\nBeras impor\nGaram Impor\nCangkul impor\nTKA asing merajalela\n\nPRESTAS,0,pertamina rugi nbpjs rugi ngaruda rugi npln rugi nmayoritas bumn rugi njalan tol ambruk nbensin mahal nlistrik mahal npajak mencekik ntelor mahal ndaging mahal nberas impor ngaram impor ncangkul impor ntka asing merajalela n nprestas
"Zaman SBY Biaya Makan Sekeluarga dalam Sehari Cukup Rp 50.000. Zaman Sekarang Rp 120.000 sd Rp 150.000 Baru Cukup. Gaji PNS Sudah 4 Tahun Tidak Naik.; Kasihan Nasib Rakyat yg Gajinya Rata2 Dua Juta sd 3 Juta. ; Mumet Mereka.; Mungkin Mrk Berdoa:""Oh, Lamany",0,zaman sby biaya makan sekeluarga sehari rp zaman rp sd rp gaji pns kasihan nasib rakyat yg gajinya juta sd juta mumet mrk berdoa oh lamany
RT USER: USER USER Dasar..kunyuk nih nyariduit..modal nipu..bangsat Abu..',1,dasar kunyuk nih nyariduit modal nipu bangsat abu
USER USER USER Masak imej TKI selalu seperti itu. Diaspora kita dahsyat2 lho....',0,masak imej tki diaspora dahsyat lho
"Bajingan...bangsat... lo bukan siapa-siapa, kok sombong banget!!!!'",1,bajingan bangsat lo sombong banget
"Mantan itu perlu di kasi bunga biar lebih so sweet dikit, bunga bangke maksudnya :|'",0,mantan kasi bunga biar so sweet dikit bunga bangke maksudnya
Allah boleh buat kedudukan kau dari setinggi langit sehingga sehina longkang busuk yang dipandang jijik oleh semua orang',0,allah kedudukan kau langit sehina longkang busuk dipandang jijik orang
USER brengsek lu gua tak mau di sontot sama sofil',1,brengsek lu gua sontot sofil
USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram,1,wajah anak lo kliatan bgt ya penuh dendam kebencian anak anak lo makan hasil uang haram bapaknya kayak lo banci rumpi lo ngatain gue makan tai lo istri anak anak ortu lo makan bangke uang haram
"Semakin kagum dg Gubernur rasa Presiden ini...luarr biasa smart,brilian,lugas,tegas...dan ga perlu pura2 nge-tes staff nya.",0,kagum dg gubernur presiden luarr smart brilian lugas ga pura nge tes staff nya
RT USER: USER Apa ga bosen bergaya monoton dr tahun atu sampe 2018 kok gaya jualan CITRA dgn pasang wajah melas terus rakyat sj\xe2\x80\xa6',0,ga bosen bergaya monoton dr atu sampe gaya jualan citra dgn pasang wajah melas rakyat sj xe x xa
Tiga kali berturut-turut tdk melaksanakan shalatjumat sudah termasuk golongan org kafir.\n#KemuliaanHariJumat',0,kali tdk melaksanakan shalatjumat golongan org kafir n kemuliaanharijumat
"..apalagi disela2 meja atau lemari tempat nyelempit begitu juga hrs berkali2 disapu, biar ga buat tempat bernaung kecoa atau dibuat tempat eek cicak :('",0,disela meja lemari nyelempit hrs berkali disapu biar ga bernaung kecoa eek cicak
USER USER Tmbh songong aja di bencong halu...g usah di beritain opo min...',1,tmbh songong aja bencong halu g beritain opo min
USER woi elah ngakak terus sih anjir hari ini WKKW',0,woi elah ngakak sih anjir wkkw
dekalarasi pilkada 2018 aman dan anti hoax karyawan bank BRI jabon,0,dekalarasi pilkada aman anti hoax karyawan bank bri jabon
Gak cuma 2 anak Papua yg digendong tapi 8000 rebu anak Papua dijadikan anak asuh USER. ð???ð???ð???ð??? ; ;,0,gak anak papua yg digendong rebu anak papua dijadikan anak asuh
"USER USER Jadi ingat Tanah Abang, Trotoar dan Sampah...'",0,tanah abang trotoar sampah
Pengusaha Media Sosial Harus Dipastikan Kenetralannya dalam Pilkada dan Pilpres,0,pengusaha media sosial kenetralannya pilkada pilpres
"USER dengar kabar, Newmont NTB dilacurkan ke Cina ?\nApakah itu benar ??'",0,dengar kabar newmont ntb dilacurkan cina napakah
"Personil Provost Polsek Pringsewu Kota Bripka Viktor I., Patroli Keamanan Objek vital di jalan kesehatan dan menyampaikan pesan Kamtibmas kepada petugas parkir Kopdit Gentiaras Pringsewu",0,personil provost polsek pringsewu kota bripka viktor i patroli keamanan objek vital jalan kesehatan pesan kamtibmas petugas parkir kopdit gentiaras pringsewu
Siapa bilang ekonomi Indonesia baik-baik saja ???,0,bilang ekonomi indonesia
"USER Gua prnh ni jaman SMA, ketinggalan bis sekolah jadi naik bis umum, trus posisi gua berdiri dr pertama naik ampe turun. Pas lagi berdiri pantat gua di toel2in anjiiiing. Karna gua gak lemah lembut kaya elu, itu tangannya diem2 lgsg gua cengk",0,gua prnh ni jaman sma ketinggalan bis sekolah bis trus posisi gua berdiri dr ampe turun pas berdiri pantat gua toel in anjiiiing karna gua gak lemah lembut kaya elu tangannya diem lgsg gua cengk
USER USER Nanti umpetin setan loh. Mending mabar sudoku aja deh?',0,umpetin setan loh mending mabar sudoku aja deh
USER Jonru ini di lindungi sama kelompok prabowo subianto cs polisi aja gk berani menghukum orang ini dan bebas pergi kmna mna,1,jonru lindungi kelompok prabowo subianto cs polisi aja gk berani menghukum orang bebas pergi kmna mna
"Karna kondisi udah malem gw udah letih. Kalo capek mood juga gak keruan kan. Gw jadi merasa tertantang. Abangnya udah mayan jauh, mana kondisi jalan padet banyak mobil dan motor, tp entah setan mana yg bikin gw emosi, gw pun ngebut slusap slusup.'",0,karna kondisi udah malem gw udah letih kalo capek mood gak keruan gw tertantang abangnya udah mayan kondisi jalan padet mobil motor tp setan yg bikin gw emosi gw ngebut slusap slusup
"Pd Bagian belakang trsusun kata â??Indonesiaâ?? diatas warna dasar bendera Indonesia,Merah Putih dg mnyematkn kberagamn budaya dstiap hrufny yaitu:; ; Tarian Saman,Kain Sasirangan khas Banjarmasin,Tarian yg brasal dr Bali, Wayang Kulit,Barong,Lompat Batu dr Ni",0,pd trsusun indonesia diatas warna dasar bendera indonesia merah putih dg mnyematkn kberagamn budaya dstiap hrufny tarian saman kain sasirangan khas banjarmasin tarian yg brasal dr bali wayang kulit barong lompat batu dr ni
USER Saya belo kok ga sipit',0,belo ga sipit
USER WKWKWKW LAHIRAN BOONGAN OCHU\xf0\x9f\x98\xad yg hamil sipit/?',0,wkwkwkw lahiran boongan ochu xf x f x xad yg hamil sipit
"RT USER: Sebagai melayu kita haruslah meletakkan dosa pada tempatnya, sebagai contoh yang paling utama ialah tudung. Sewajarnya kita tek\xe2\x80\xa6'",0,melayu meletakkan dosa tempatnya contoh utama tudung sewajarnya tek xe x xa
akibat tidak memiliki ilmu itu akan menjadi penyebab bisnis dan investasi beresiko tinggi,0,akibat memiliki ilmu penyebab bisnis investasi beresiko
"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'",0,pengetahuan menggantikan persahabatan patrick suka idiot kehilanganmu spongebob
USER USER banyak cocot. diem aja lu. komplotan tkng ngalus ama pelakor aja lu dukung',1,cocot diem aja lu komplotan tkng ngalus ama pelakor aja lu dukung
USER USER USER Eet dah...MD3 ITU WAKIL PEMERINTAH JUGA HADIR DAN IKUT MEMBAHAS....dah sana cuci kaki dan belajar lagi ya...',0,eet dah md wakil pemerintah hadir membahas dah cuci kaki belajar ya
"Belajarlah dari BABI NGEPET, kalau malam\ncuma pakai lilin =&gt; Hemat listrik.'",0,belajarlah babi ngepet malam ncuma pakai lilin gt hemat listrik
"Sebenarnya khan bisa ditetapkn sbg kawasan cagar budaya, lalu buat peraturan, rmh gadang didlm kawasn tdk boleh dirubh fungsi",0,khan ditetapkn sbg kawasan cagar budaya peraturan rmh gadang didlm kawasn tdk dirubh fungsi
"""Ah lu udah dibayarin ke luar negeri masih aja ngeluh dasar nggak bersyukur"" \n\nKntl'",1,ah lu udah dibayarin negeri aja ngeluh dasar nggak bersyukur n nkntl
USER KALO ITU GW JUGA TAU + GAK NANYA BOLOT',1,kalo gw tau gak nanya bolot
USER BUBARKAN DPR .....TAK ADA MANFAATNYA ...! MENGHAMBAT KEMAJUAN PENEGAKKAN HUKUM NKRI,1,bubarkan dpr manfaatnya menghambat kemajuan penegakkan hukum nkri
Di dlm tubuh PKS ada koreng yg harus di Obati...klo Gak akan semakin Menggerogoti PKS...\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa URL,1,dlm tubuh pks koreng yg obati klo gak menggerogoti pks xf x f x xaa xf x f x xaa
Statement lain: ?Presiden diktator?.; Diulang2 lg oleh kelompok tertentu.; Lo punya smartphone kan? Harusnya lo smart.; Liat ciri2 negara yg dikuasai diktator: Korea Utara.; Googling semua keadaan di sana.; Silakan bandingkan dengan Indonesia.; Masuk akal,1,statement presiden diktator diulang lg kelompok lo smartphone lo smart liat ciri negara yg dikuasai diktator korea utara googling silakan bandingkan indonesia masuk akal
Maklum rezim anti islam URL,1,maklum rezim anti islam
USER USER USER fuck teroris budha myanmar.,1,fuck teroris budha myanmar
USER Astaghfirullah Jahatnya Rezim',0,astaghfirullah jahatnya rezim
\xe2\x80\x9cyang menyebabkan agama itu cacat ialah hawa nafsu.\xe2\x80\x9d - HR Asysyihaa,0,xe x x cyang menyebabkan agama cacat hawa nafsu xe x x d hr asysyihaa
"Ramos yang aku pandang idola dahulu, sekarang dah ku anggap jijik babi kmk'",1,ramos pandang idola dah ku anggap jijik babi kmk
ð???PAGELARAN BUDAYA MINANGKABAU 2018ð???; .; .; Event Terspektakuler dan Terbesar yang dinantikanâ?¦,0,pagelaran budaya minangkabau event terspektakuler terbesar dinantikan
"USER Semenjak di bego2in ama ustadz felix,ni orang bukannya makin baik... tp tolol nya makin menjadi... mungkin kebanyakan ngejilat tokai'",1,semenjak bego in ama ustadz felix ni orang tp tolol nya kebanyakan ngejilat tokai
"USER Belum lagi Nabi Muhammad seorang pedagang, Nabi bahkan dalam catatan sejarah pernah ke syam. Bahkan suku badui aja punya kebiasaan mengenakan sarung. Ente kira makkah dan madinah deket? Pake onta zaman itu?'",0,nabi muhammad pedagang nabi catatan sejarah syam suku badui aja kebiasaan mengenakan sarung ente makkah madinah deket pake onta zaman
Apakah ini HOAX?? colek USER USER USER,0,hoax colek
USER Y JGN MAU DOI CUMAN PENCITRAAN AJA APLOT APLOT GITU DIHHH DI PERSONAL NYA SALTY IN JIUN MULU SOMPRET',1,y jgn doi cuman pencitraan aja aplot aplot gitu dihhh personal nya salty in jiun mulu sompret
SMP gw udah sounding2 minta ke Katolik terbagus jg tapi bokap gw percaya amatan sama SMPN yg katanya terbagus. Pasrahlah',0,smp gw udah sounding katolik terbagus jg bokap gw percaya amatan smpn yg terbagus pasrahlah
"USER Saya sama cp mah baik-baik aja. Malah saya lebih suka begini. Hubungan yg lalu malah kyk sampah. Saya mengaca dengan hubungan lalu, saya merasa lebih dewasa skrg saat sama doi hmmm'",0,cp mah aja suka hubungan yg kyk sampah mengaca hubungan dewasa skrg doi hmmm
"USER Itu islam sontoloyo...anna. puasa bln syawal lebaranya bln suro perayaannya di tempat setan seperti laut selatan, gunung kawi.'",1,islam sontoloyo anna puasa bln syawal lebaranya bln suro perayaannya setan laut selatan gunung kawi
"USER Gilaaaa lu ndro___pelepasa\xc3\xb1 saham disamakan dgn proklamasi kemerdekaan,\nSaking pinternya merangkai kata atao keblinger niiih Bani Onta...'",1,gilaaaa lu ndro pelepasa xc xb saham disamakan dgn proklamasi kemerdekaan nsaking pinternya merangkai atao keblinger niiih bani onta
USER Dibiayai oleh uang negara hanya utk hasil yg namanya sampah,1,dibiayai uang negara utk hasil yg namanya sampah
RT USER USER Kalo ingin benar-bencar PKI gak ada di Indonesia bubarkan PDIP !!,1,kalo bencar pki gak indonesia bubarkan pdip
"USER Pak USER saya harap Anda membuktikan, Islam damai dan terbuka, seperti yang selalu Anda katakan",1,harap membuktikan islam damai terbuka
USER USER Nyerah aja dah neh rezim ! Rusak semuanya !!\n\n2019 ganti presiden !!!',1,nyerah aja dah neh rezim rusak n n ganti presiden
"I just realized, jangan2 mimin gerindra itu antek bego yg sengaja disusupkan biar gerindra keliatan makin bego di sosmed?",1,i just realized mimin gerindra antek bego yg sengaja disusupkan biar gerindra keliatan bego sosmed
"Di Cina contohnya, seiring meningkatnya beras sintetis, jagung sintetis dll, produk yang ber-label #halal menjadi solusi tersendiri bagi masyarakat Cina yang tidak ingin tertipu.\n\nPasar inilah yang telah diisi oleh Malaysia disana.'",0,cina contohnya seiring meningkatnya beras sintetis jagung sintetis dll produk ber label halal solusi tersendiri masyarakat cina tertipu n npasar diisi malaysia disana
"RT USER: Siapapun yg mengelola perkara sistem tiket masuk ke Bromo,Tengger,Semeru ini emang biadab, idiot, pantek, jembat'",1,yg mengelola perkara sistem tiket masuk bromo tengger semeru emang biadab idiot pantek jembat
USER 6 (enam) bani-manusia itu = masyarakat ???',0,enam bani manusia masyarakat
USER Kga cape tuh kntl',0,kga cape tuh kntl
USER Enak tug g memek y',0,enak tug g memek y
"Yeu kunyuk mt gue kaga di bales, sok suci cuih'",1,yeu kunyuk mt gue kaga bales sok suci cuih
"USER bantu aku cari judul film ini dong \xf0\x9f\x98\x85\nfilm tentang 4 org pjalan kaki spanjang 4000km ga? Film taun 2000an, pkoknya lakon cewenya mati dtgah gurun pasir\n4 orgnya tu kabur menghindari negara2 komunis supaya bsa balik ke negarany",0,bantu cari judul film xf x f x x nfilm org pjalan kaki spanjang km ga film taun an pkoknya lakon cewenya mati dtgah gurun pasir n orgnya tu kabur menghindari negara komunis bsa negarany
Menarik membaca berita sedih ini bahwa dari 9 kandidat:; 1. Calon yg tidak dihambat:; ; 2. Calon yang dihambat:; ; #20TahunPKS,0,menarik membaca berita sedih kandidat calon yg dihambat calon dihambat tahunpks
Harga minyak dunia \nWTI udah 71 dan Brent udah 81\nasumsi pemerintah 48 ...\n\nDireksi pertamina udah ganti berkali kali di pemerintahan Jokowi ... kasihan perusahaan ini ... buat maenan politikus kacrut ...',1,harga minyak dunia nwti udah brent udah nasumsi pemerintah n ndireksi pertamina udah ganti berkali kali pemerintahan jokowi kasihan perusahaan maenan politikus kacrut
Hee? Bukannya kader situ yg ngomong mulu lebih tepatnya ngetwitt mulu tanpa faedah URL,1,hee kader situ yg ngomong mulu tepatnya ngetwitt mulu faedah
Budha membunuh di Myanmar,1,budha membunuh myanmar
USER USER Exorcist itu pengusiran setan dalam agama katolik-kristen gitu',0,exorcist pengusiran setan agama katolik kristen gitu
Doa anak yatim dan ulama ð??? janji allah itu pasti semoga juara afc dan liga amin,0,doa anak yatim ulama janji allah semoga juara afc liga amin
"USER Saya suka Anies kasih kuliah, pasti bagus. Saya dukung Anies jadi dosen, prof, rektor. Itu memang kehebatan beliau. Bukan jadi gubernur",0,suka anies kasih kuliah bagus dukung anies dosen prof rektor kehebatan beliau gubernur
"Pegimana ini? ð?¤­ RT USER: Menarik!; ; Meskipun kaosnya bertuliskan â??2018 Ganti Gubernur Jatengâ??, namun semangat dan antusiasme untuk mengajak foto bersama pak USER tetap ada.; ; #KamiGanjarYasin",0,pegimana menarik kaosnya bertuliskan ganti gubernur jateng semangat antusiasme mengajak foto kamiganjaryasin
